,avg,cik,tot,year
783,0.1676851387437421,1005210,13,2003
784,0.19485231448327264,1005210,10,2004
785,0.19172745401125393,1005210,15,2005
786,0.2069356307642479,1005210,14,2006
787,0.2223905977809553,1005210,15,2007
788,0.1812937075037296,1005210,12,2008
789,0.1848981101220381,1005210,21,2009
790,0.17509616153992116,1005210,17,2010
791,0.15442817232360354,1005210,12,2011
792,0.2204017496301472,1005210,20,2012
793,0.2635301427684373,1005210,17,2013
794,0.16917127207044488,1005210,19,2014
795,0.15966158332433478,1005210,18,2015
796,0.20609740288626005,742278,6,2003
797,0.12964714319751522,742278,15,2004
798,0.1225635642501879,742278,18,2005
799,0.1511384058757236,742278,18,2006
800,0.12629853043992376,742278,15,2007
801,0.13027511498437622,742278,18,2008
802,0.13343228335077115,742278,16,2009
803,0.12592135323191647,742278,16,2010
804,0.10411131279155635,742278,19,2011
805,0.09573840511260397,742278,19,2012
806,0.0694210699741137,742278,20,2013
807,0.06852569572447721,742278,20,2014
808,0.08617207286605334,742278,16,2015
809,0.23284317623466957,350698,17,1996
810,0.24166814350692783,350698,12,1997
811,0.15384063024686778,350698,2,1998
812,0.21675808962016027,350698,5,1999
813,0.09403157926913464,350698,2,2000
814,0.16957452928233382,350698,4,2001
815,0.16316179424056315,350698,8,2002
816,0.18132316631272236,350698,8,2003
817,0.16023871877579524,350698,6,2004
818,0.16433641185572734,350698,7,2005
819,0.35519355452021517,350698,17,2006
820,0.22423050998282032,350698,7,2007
821,0.26505201270829526,350698,5,2008
822,0.2675800397150161,350698,5,2009
823,0.14237081652717154,350698,17,2010
824,0.28171320311394493,350698,18,2011
825,0.1495945979441996,350698,19,2012
826,0.128927729701182,350698,17,2013
827,0.10899832230971757,350698,19,2014
828,0.15441550856968658,350698,20,2015
829,0.284298720762325,853665,2,1997
830,0.23305032717187119,853665,5,1999
831,0.16065694789247917,853665,6,2000
832,0.12374703760224373,853665,25,2001
833,0.13827460679019035,853665,32,2002
834,0.12490494968468399,853665,28,2003
835,0.13909078328252342,853665,34,2004
836,0.14364944472520536,853665,26,2005
837,0.1802729903168127,853665,27,2006
838,0.16848074566468071,853665,28,2007
839,0.12645405378756053,789460,8,2003
840,0.12276989452817838,789460,6,2004
841,0.10751930817113464,789460,18,2005
842,0.0951638785353968,789460,13,2006
843,0.1344701517864841,789460,16,2007
844,0.24878405645458065,789460,18,2008
845,0.23563120750888897,789460,18,2009
846,0.23107574326175212,789460,26,2010
847,0.17311637885650116,789460,21,2011
848,0.09659845287751306,789460,19,2012
849,0.12596270320392094,789460,14,2013
850,0.12874185310897102,789460,22,2014
851,0.1513538233448203,789460,14,2015
852,0.24030143584270514,935703,4,1998
853,0.23022117869280076,935703,3,1999
854,0.19746372997226871,935703,6,2000
855,0.24320685842352407,935703,4,2001
856,0.18426510335623933,935703,5,2002
857,0.1739757987921173,935703,14,2003
858,0.18815064538257525,935703,13,2004
859,0.21430242439878966,935703,17,2005
860,0.17348734656771522,935703,17,2006
861,0.17941384127335794,935703,19,2007
862,0.2011623563625315,935703,14,2008
863,0.1584573040080564,935703,14,2009
864,0.1556330029205787,935703,16,2010
865,0.14367516593161986,935703,13,2011
866,0.18927334904340964,935703,11,2012
867,0.1729395501064153,935703,11,2013
868,0.2119565769407562,935703,13,2014
869,0.2232694054328092,935703,18,2015
870,0.1880067592836446,28917,3,2003
871,0.23445378050283613,28917,13,2004
872,0.1766923038556183,28917,23,2005
873,0.18604157703187518,28917,30,2006
874,0.18393864411128666,28917,37,2007
875,0.10940378296897196,28917,36,2008
876,0.09769535141935702,28917,24,2009
877,0.07115250333609993,28917,13,2010
878,0.10410872148965754,28917,8,2011
879,0.3118933499302214,28917,6,2012
880,0.0953534948489578,28917,7,2013
881,0.10763883806061976,28917,6,2014
882,0.12295764131364,28917,5,2015
883,0.25214464412783766,8411,3,2000
884,0.19309510504433314,8411,7,2001
885,0.23578889344666468,8411,12,2002
886,0.21714298320299452,8411,8,2003
887,0.19689137194031717,8411,15,2004
888,0.18816535612571528,8411,24,2005
889,0.2558503902518328,8411,11,2006
890,0.27533116091355314,8411,9,2007
891,0.1665958538266703,8411,19,2008
892,0.13893147138051998,8411,20,2009
893,0.1542621163744086,8411,17,2010
894,0.15871994389651653,8411,19,2011
895,0.15909367654813958,8411,15,2012
896,0.10551846941839944,8411,14,2013
897,0.1281033631946563,8411,6,2014
898,0.11320923197886781,8411,12,2015
899,0.13810307878488254,827187,7,2001
900,0.1777536468313715,827187,13,2002
901,0.16093626939552375,827187,15,2003
902,0.17909147717472398,827187,16,2004
903,0.21137534936456448,827187,23,2005
904,0.20599619488103807,827187,21,2006
905,0.18205427627182671,827187,16,2007
906,0.16808355788959767,827187,10,2008
907,0.17554164111457654,827187,20,2009
908,0.16787755179559616,827187,10,2010
909,0.16103690566066856,827187,14,2011
910,0.1915475484837638,827187,13,2012
911,0.15310352724541754,827187,11,2013
912,0.18821684242427214,827187,11,2014
913,0.22687713619689817,827187,10,2015
914,0.09332271436136157,701345,3,1995
915,0.24915794985019304,701345,3,1997
916,0.4657740548992816,701345,2,2000
917,0.3211357938951435,701345,6,2002
918,0.14789221186658555,701345,5,2005
919,0.2244107749762797,701345,29,2006
920,0.17567819198485204,701345,27,2007
921,0.13082610177970325,701345,20,2008
922,0.1468553153804796,701345,22,2009
923,0.12568682825211266,701345,17,2010
924,0.13589364537443266,701345,23,2011
925,0.12575014586064137,701345,21,2012
926,0.11991447885177019,701345,25,2013
927,0.06454050613210595,701345,4,2014
928,0.13926194506264467,74303,5,2000
929,0.13875233862446845,74303,7,2001
930,0.14685016599630607,74303,3,2002
931,0.16262295733776969,74303,8,2003
932,0.2104021209796581,74303,14,2004
933,0.16141739114162496,74303,17,2005
934,0.17781506065191854,74303,14,2006
935,0.19766782880637065,74303,23,2007
936,0.15797597679414793,74303,21,2008
937,0.15676166957463997,74303,15,2009
